,Win,Loss,Games,Win Pct,Off Rank,Off Plays,Off Yards,Off Yards/Play,Off TDs,Off Yards per Game,Def Rank,Def Plays,Yards Allowed,Yards/Play Allowed,Off TDs Allowed,Total TDs Allowed,Yards Per Game Allowed,First Down Rank,First Down Runs,First Down Passes,First Down Penalties,First Downs,First Down Def Rank,Opp First Down Runs,Opp First Down Passes,Opp First Down Penalties,Opp First Downs,4th Down Rank,4th Attempts,4th Conversions,4th Percent,4rd Down Def Rank,Opp 4th Conversion,Opp 4th Attempt,Opponent 4th Percent,Kickoff Return Def Rank,Opp Kickoff Returns,Kickoff Touchbacks,Opponent Kickoff Return Yards,Opp Kickoff Return Touchdowns Allowed,Avg Yards per Kickoff Return Allowed,Kickoff Return Rank,Kickoffs Returned,Kickoff Return Yards,Kickoff Return Touchdowns,Avg Yard per Kickoff Return,Passing Off Rank,Pass Attempts,Pass Completions,Interceptions Thrown.x,Pass Yards,Pass Yards/Attempt,Yards/Completion,Pass Touchdowns,Pass Yards Per Game,Pass Def Rank,Opp Completions Allowed,Opp Pass Attempts,Opp Pass Yds Allowed,Opp Pass TDs Allowed,Yards/Attempt Allowed,Yards/Completion Allowed,Pass Yards Per Game Allowed,Penalty Rank,Penalties,Penalty Yards,Penalty Yards Per Game,Punt Return Rank,Punt Returns,Net Punt Return Yards,Punt Return Touchdowns,Avg Yards Per Punt Return,Punt Return Def Rank,Opp Punt Returns,Opp Net Punt Return Yards,Opp Punt Return Touchdowns Allowed,Avg Yards Allowed per Punt Return,Redzone Def Rank,Opp Redzone Attempts,Opp Redzone Rush TD Allowed,Opp Redzone Pass Touchdowns Allowed,Opp Redzone Field Goals Made,Opp Redzone Scores,Redzone Points Allowed,Redzone Off Rank,Redzone Attempts,Redzone Rush TD,Redzone Pass TD,Redzone Field Goals Made,Redzone Scores,Redzone Points,Rushing Def Rank,Opp Rush Attempts,Opp Rush Yards Alloweed,Yds/Rush Allowed,Opp Rush Touchdowns Allowed,Rush Yards Per Game Allowed,Rushing Off Rank,Rush Attempts,Rush Yds,Yards/Rush,Rushing TD,Rushing Yards per Game,Sack Rank,Sacks,Sack Yards,Average Sacks per Game,Scoring Def Rank,Touchdowns Allowed,Opponent Extra Points,2 Point Conversions Allowed,Opp Deflected Extra Points,Opp Feild Goals Made,Opp Safety,Points Allowed,Avg Points per Game Allowed,Scoring Off Rank,Touchdowns,PAT,2 Point Conversions,Defensive Points,Feild Goals,Safety,Total Points,Points Per Game,Tackle for Loss Rank,Solo Tackle For Loss,Assist Tackle For Loss,Tackle for Loss Yards,Total Tackle For Loss,Tackle For Loss Per Game,3rd Down Rank,3rd Attempts,3rd Conversions,3rd Percent,Time of Possession Rank,Turnover Rank,Fumbles Recovered,Opponents Intercepted,Turnovers Gain,Fumbles Lost,Interceptions Thrown.y,Turnovers Lost,Turnover Margin,Avg Turnover Margin per Game
4th Attempts,0.038510144,-0.055009055,-0.022582555,0.054279582,-0.168274187,0.147430054,0.103672318,0.065804654,0.17432924,0.14635743,-0.082522706,-0.186299661,-0.092960075,0.014453653,-0.022642003,-0.007436445,-0.076931557,-0.137504726,0.299964003,-0.095141598,-0.220209032,0.111892314,-0.158222283,-0.106129189,-0.045002318,-0.112001002,-0.13484103,-0.643764646,1,0.843737025,0.662034601,0.002157228,0.066731254,0.062778831,0.049335243,0.034763206,0.181842428,-0.139131005,0.182643622,0.065914291,0.00904512,-0.026337458,-0.056309846,-0.018203907,0.040891899,0.004382217,0.069227071,-0.127849149,-0.097907848,-0.13208394,-0.092301538,0.123946928,0.176552887,-0.004296309,-0.094180501,-0.092564621,-0.061475408,-0.073239805,-0.083954273,-0.037227748,-0.024453839,-0.03554835,-0.071581541,-0.030025178,-0.034796804,-0.038685969,-0.034007994,0.113145576,0.015105538,-0.06015146,-0.103408146,-0.096355907,-0.003008602,-0.083655104,-0.055012821,0.088955981,-0.020822917,0.104852471,-0.14318786,-0.066819845,-0.129880495,0.053756279,-0.086731252,0.095815452,-0.029688233,0.102579227,0.221053285,-0.011221699,-0.153650767,0.079643859,0.043578806,-0.052393876,-0.179408906,-0.053777293,0.030253527,-0.005126772,-0.050855285,-0.20335408,0.255745682,0.256166538,0.17883789,0.277266073,0.286868651,-0.025958005,0.019942028,0.011342548,0.037083042,0.004399447,-0.007436445,-0.031409937,0.09244603,-0.095737711,0.028459053,0.103902726,-0.003056893,-0.004516022,-0.186383976,0.168537305,0.118591871,0.213199527,0.046887226,-0.225275009,-0.011936641,0.128506938,0.166773121,-0.020028205,-0.025324824,0.037577191,0.01062766,-0.008133529,0.007766295,-0.027000569,0.084769563,0.058785935,0.029679444,-0.163055067,-0.011181912,0.032480574,-0.019996427,0.004648993,0.118662863,-0.13208394,-0.028531468,0.02026785,0.027281005
4th Conversions,-0.21766313,0.211233456,-0.202010249,-0.208277395,0.011603024,0.009402178,-0.114287599,-0.166554729,-0.063819984,-0.055697597,0.106257556,-0.18373867,0.052022241,0.174676552,0.159126883,0.182112276,0.119573561,0.076245261,0.088355288,-0.181178929,-0.196059352,-0.109566934,-0.052828767,0.038455584,-0.04016088,-0.128346909,-0.028724181,-0.188565369,0.843737025,1,0.196220959,-0.017307781,-0.008233044,-0.02834535,0.034375676,0.111106895,0.097619368,-0.288054097,0.121062368,0.078432858,0.067914148,0.034538197,0.084888767,0.074978085,-0.051485869,-0.055864561,0.147686775,-0.09496403,-0.130216286,0.055818939,-0.193388476,-0.139058293,-0.028702715,-0.165073552,-0.165045053,-0.009341341,-0.102514163,-0.189267639,-0.072726269,0.052008435,0.125662651,0.049314059,0.012840604,0.010937301,-0.006404938,-0.047052886,0.013848625,0.13017384,-0.131720468,-0.183591954,-0.145835095,-0.105394212,0.041190424,0.017568909,0.040655165,0.134293842,0.021802318,0.158935469,0.062981645,0.104819614,-0.0061618,0.070631321,0.1083148,0.150099546,0.233607334,-0.142939952,0.006100038,-0.154412486,-0.335362877,-0.207927571,-0.222892557,0.150218128,-0.05856982,0.12769998,0.195673554,0.181227123,0.156632729,-0.067512991,0.103105229,0.076933277,0.023921988,0.073577075,0.131978207,0.071032577,-0.114026183,-0.156924307,-0.074838952,0.193768522,0.182112276,0.168176411,0.054276969,0.019078868,0.029511025,0.116200613,0.188726635,0.208369541,0.076587491,-0.075605381,-0.120724963,0.117517195,-0.013413527,-0.399656112,0.062600405,-0.137533809,-0.102988318,0.006020239,-0.067045192,-0.066128076,-0.117693867,-0.080147523,-0.016519921,0.22735044,0.097095514,-0.137854218,-0.230484148,0.035132956,0.116443777,0.006828315,-0.128343061,-0.092710819,0.077214626,0.055818939,0.094387162,-0.11584754,-0.110559771
4th Percent,0.389119764,-0.409616647,0.255342592,0.399987773,-0.335077886,0.292590024,0.373105236,0.360357413,0.438482613,0.365255515,-0.284769202,-0.083338504,-0.218727981,-0.189289855,-0.238582263,-0.244988777,-0.289148987,-0.371619032,0.423793395,0.108751547,-0.14470129,0.378849052,-0.211472823,-0.269481896,-0.00842082,0.029161174,-0.197735541,-0.977962019,0.662034601,0.196220959,1,-0.002214916,0.102931932,0.134734454,0.013531078,-0.110734986,0.197169944,0.164529659,0.159213481,-0.020615663,-0.089117263,-0.085109839,-0.186121217,-0.111604662,0.147244923,0.082325711,-0.079763761,-0.07365418,0.037264986,-0.34104133,0.126890337,0.406578373,0.304607009,0.27366321,0.078849506,-0.138504307,0.041659297,0.159589236,-0.032655377,-0.135317019,-0.218973006,-0.120628937,-0.134882896,-0.007612523,-0.008686891,0.05978888,-0.017696251,0.030790566,0.23549448,0.15892368,-0.028234959,-0.035695172,-0.064106423,-0.182380678,-0.168617573,-0.008814595,-0.072957052,-0.025314398,-0.373328636,-0.266569388,-0.258777822,-0.012314798,-0.326813658,-0.033473006,-0.382238875,0.413129681,0.390617685,0.258537974,0.169959095,0.46201913,0.384789689,-0.306922236,-0.274807417,-0.260971893,-0.184039153,-0.23200163,-0.296924016,-0.298214138,0.327509571,0.363000725,0.306013752,0.398527297,0.339094913,-0.169650988,0.211372525,0.266882703,0.185859325,-0.249273226,-0.244988777,-0.268978021,0.105491231,-0.190540609,0.000996029,0.069693599,-0.246610383,-0.279112154,-0.456565075,0.441971882,0.415037372,0.203174484,0.119575248,0.099797411,-0.06830546,0.447784264,0.464613905,-0.065573411,0.071515179,0.155143818,0.220501316,0.115436121,0.052556298,-0.351405516,0.042867858,0.304693365,0.369584402,-0.345589001,-0.162755037,0.035282109,0.116120762,0.109079584,0.109658567,-0.34104133,-0.20083902,0.19085119,0.194148866
4rd Down Def Rank,-0.328042798,0.331716531,-0.260257899,-0.325668319,0.159851956,-0.264815618,-0.21810609,-0.136744744,-0.195415377,-0.162139615,0.27567611,-0.028007648,0.219348175,0.258207464,0.293092759,0.309568397,0.285920965,0.199254774,-0.256101099,-0.036107261,-0.012281304,-0.217885428,0.121321137,0.262751009,0.039829998,-0.222888134,0.163735476,0.033242652,0.002157228,-0.017307781,-0.002214916,1,0.574832295,-0.021564222,0.969879545,0.122418867,-0.016978005,-0.189037336,0.031171241,0.220695914,0.146370468,0.154577645,0.07580174,0.012066657,-0.12777449,-0.16709037,-0.001729073,0.006071788,-0.012454964,0.045576044,-0.032296947,-0.054904707,-0.015164767,-0.07225071,0.030956729,0.148453458,-0.060528807,-0.216196731,0.063395759,0.212966723,0.312972921,0.199674139,0.162437898,-0.098913787,-0.155459345,-0.16107491,-0.091336437,0.058023586,-0.112579094,-0.127784355,-0.04257365,-0.080136205,0.075283025,0.144549451,0.134588051,0.165171969,0.083188532,0.151635916,0.245651173,0.228439778,0.175133202,0.016403683,0.261692317,0.173025658,0.03595132,-0.174730369,-0.211142651,-0.090876866,0.052259403,-0.16854615,-0.056600125,0.257865066,0.180560516,0.236723015,0.202149506,0.252639332,0.270643473,0.25761016,-0.235840343,-0.263186693,-0.251238746,-0.229835656,-0.229885385,0.140377781,-0.18153789,-0.153451143,-0.145962877,0.325620906,0.309568397,0.290396464,-0.123784001,0.126602997,0.060009315,0.202601204,0.317809968,0.335649505,0.192898495,-0.212755196,-0.244573938,0.107022543,-0.135448359,-0.069882108,-0.190537417,-0.223148824,-0.192322927,0.06646558,-0.161727757,0.022383161,-0.124185768,-0.128953771,-0.060709229,0.21824445,-0.194418902,-0.258054992,-0.212294541,0.21184637,0.120786302,-0.047850635,-0.247351149,-0.215758066,-0.021447946,0.045576044,0.022448282,-0.149787184,-0.151319964
Opp 4th Conversion,0.186432386,-0.171161293,0.205314533,0.186680964,-0.148648636,0.175554068,0.187128029,0.166031828,0.225510154,0.161292857,0.054668619,0.356968238,0.179597725,-0.040997193,0.098478252,0.104804018,0.066381407,-0.163577671,0.087306798,0.102551624,0.080688271,0.158152148,0.223403656,0.157547788,0.145310601,0.09753495,0.23188062,-0.078063943,0.066731254,-0.008233044,0.102931932,0.574832295,1,0.785971623,0.554437251,-0.003641215,0.143784397,0.046391746,0.152443788,0.196820669,0.024620346,0.029863397,0.071600082,0.07413491,0.013307193,-0.01874718,-0.137958681,0.007389752,0.043323653,-0.129043013,0.148640283,0.255562236,0.25079146,0.181711032,0.118147947,0.084792282,0.139931059,0.190423528,0.188433592,0.101081315,0.010574619,0.095444015,0.088050471,0.011474217,0.058593173,0.089406905,0.032977445,0.074415821,0.040510827,-0.031755407,-0.019665129,-0.097848302,0.125963,0.092988911,0.091540275,0.016335457,0.114144526,-0.156644824,0.157660744,0.06839771,0.032732689,0.017703733,0.075000188,-0.130954439,-0.160888701,0.188937949,0.176370724,0.094890088,0.075249187,0.195731819,0.157091632,0.021693873,0.29310321,0.082506238,-0.062355072,0.064435604,0.022867909,-0.017815627,0.144932591,0.078574777,-0.005913996,0.161920802,0.049665312,-0.104120223,0.114123475,0.097273525,0.090472512,0.038715737,0.104804018,0.061204488,0.048618249,0.166281112,0.010410696,0.211124138,0.105869719,0.037288085,-0.222150043,0.229262339,0.201294351,0.128481787,0.004055637,0.020667187,-0.001637468,0.226236954,0.224629673,-0.12083234,0.169252323,0.06683796,0.152259256,0.166900258,0.130429489,-0.11697562,0.062366583,0.122722308,0.110900321,0.101572048,-0.16847111,0.17350411,0.059668645,0.150480621,0.015422366,-0.129043013,-0.092845733,0.151365253,0.158104155
Opp 4th Attempt,0.505544349,-0.482206589,0.4969814,0.498525431,-0.301025133,0.435641259,0.409770525,0.313551062,0.434785701,0.318903683,-0.162156337,0.488991466,0.052060442,-0.26564951,-0.111651568,-0.117142966,-0.153276417,-0.373119205,0.304537667,0.167971817,0.119214689,0.375122328,0.189196868,-0.011221697,0.173924517,0.283077586,0.1711343,-0.129635831,0.062778831,-0.02834535,0.134734454,-0.021564222,0.785971623,1,-0.046026585,-0.122728461,0.195139283,0.213667226,0.161339027,0.055559004,-0.110324433,-0.079042759,0.044194401,0.092422147,0.110458194,0.097823013,-0.161996508,0.017823688,0.075176111,-0.174006622,0.216874051,0.358582121,0.321067014,0.282098494,0.121132374,-0.003293522,0.252210345,0.439102171,0.205841789,-0.029987324,-0.236882749,-0.048801964,-0.012835757,0.073008127,0.196376309,0.229669695,0.088642565,0.035782833,0.172166485,0.086545639,0.007608238,-0.059185936,0.098393164,-0.003906954,0.005022352,-0.128996159,0.080947807,-0.299299865,0.002724783,-0.10469236,-0.076472949,0.013457612,-0.109270443,-0.292802305,-0.228359325,0.400761004,0.39173067,0.203317491,0.08905122,0.401486885,0.23942191,-0.202726247,0.221216789,-0.099381875,-0.259088199,-0.131663501,-0.204003104,-0.22062074,0.360167449,0.304300858,0.188054357,0.383880949,0.233383045,-0.243257015,0.293223471,0.254012334,0.229022586,-0.224239915,-0.117142966,-0.154528937,0.143729563,0.112974086,-0.014470313,0.119247686,-0.119109753,-0.224569287,-0.424295246,0.452891028,0.444328,0.092170479,0.125722898,0.099175563,0.134939655,0.460547394,0.424492494,-0.206276655,0.348802025,0.079503456,0.303904517,0.323342197,0.212735743,-0.305293944,0.228538757,0.349437347,0.297381332,-0.045942134,-0.271762071,0.242021851,0.268974654,0.350086544,0.080105096,-0.174006622,-0.086858059,0.273683836,0.281517716
Opponent 4th Percent,-0.355774414,0.362852618,-0.272027761,-0.35590974,0.162015199,-0.270327746,-0.22050962,-0.138187534,-0.195392475,-0.162086446,0.285664163,-0.066830295,0.223073271,0.289478416,0.325849881,0.342170814,0.293041801,0.208479016,-0.236727486,-0.047580183,-0.045523649,-0.217523875,0.115145796,0.257400761,0.02844598,-0.197107239,0.159137244,0.017623137,0.049335243,0.034375676,0.013531078,0.969879545,0.554437251,-0.046026585,1,0.164076737,-0.027574588,-0.190324112,0.032587386,0.215162002,0.190063578,0.158785238,0.083974677,0.020587225,-0.099587797,-0.167714398,0.009814203,-0.010042962,-0.028467666,0.046510086,-0.046162971,-0.057630876,-0.012830311,-0.08507013,0.016438399,0.134819409,-0.08973517,-0.252617674,0.04347723,0.239764743,0.32731501,0.210220378,0.148536059,-0.069267458,-0.146799693,-0.140975298,-0.064060966,0.062009154,-0.11967507,-0.132543176,-0.021797551,-0.074925706,0.073389976,0.150829036,0.138640578,0.175392338,0.082436757,0.181169452,0.266637437,0.254538509,0.202906067,0.008085994,0.290709978,0.203237549,0.054395614,-0.187665491,-0.194955123,-0.113517322,0.009702208,-0.18666956,-0.076503985,0.28276573,0.164574382,0.2578617,0.243063494,0.278800016,0.291601952,0.242788941,-0.224511071,-0.249638671,-0.232131982,-0.216331557,-0.212379239,0.140142776,-0.186159336,-0.170180148,-0.149750261,0.361802784,0.342170814,0.316287692,-0.098049125,0.100829322,0.059275776,0.228101267,0.350392823,0.366726743,0.203166466,-0.212129584,-0.251794606,0.110595605,-0.148155244,-0.111081875,-0.18466019,-0.229772384,-0.19846711,0.07106307,-0.174462614,-0.000297996,-0.151945777,-0.147759308,-0.08001885,0.21851814,-0.2112324,-0.268004943,-0.213491348,0.179072948,0.148621922,-0.075418728,-0.28434156,-0.260429547,-0.038159545,0.046510086,0.012389704,-0.171864954,-0.173415903
Kickoff Return Def Rank,-0.247018092,0.256129624,-0.174992329,-0.248650904,0.053925682,-0.041080214,-0.107902869,-0.12548912,-0.138210514,-0.056417492,0.220964678,-0.027336733,0.196637474,0.229699762,0.292829494,0.318421525,0.233187617,0.078244942,-0.106650347,-0.008557956,-0.006361902,-0.085603644,0.185388531,0.120833799,0.099334237,0.078516291,0.171221745,0.140600545,0.034763206,0.111106895,-0.110734986,0.122418867,-0.003641215,-0.122728461,0.164076737,1,-0.089781985,-0.076755335,0.199626434,0.294268345,0.962577966,0.16671976,-0.011709173,-0.05587368,-0.160293181,-0.168901257,-0.039790705,0.050868466,0.031208819,0.224867462,-0.00417519,-0.044566431,-0.00930656,-0.05948266,0.03519164,0.17642845,0.007535152,-0.059061672,0.134923012,0.26032441,0.216692054,0.207293374,0.192387401,0.052182125,-0.008108794,-0.007114586,0.048625959,-0.099239912,-0.153709005,-0.032478122,-0.017645027,0.070682046,0.163609617,0.128857274,0.223383421,0.121435463,0.179362859,0.143530057,0.261517268,0.229475901,0.246339146,-0.016956636,0.280110833,0.158933371,0.249514734,-0.112380128,-0.111516227,-0.086478011,-0.141205694,-0.17352917,-0.22867241,0.163873594,0.022541628,0.14854136,0.186485933,0.21947789,0.173444046,0.149664474,-0.086503141,-0.144575359,-0.137155715,-0.153748281,-0.109320985,0.127253767,-0.159497265,-0.179657352,-0.139712175,0.283609668,0.318421525,0.314599666,0.044233106,0.054871028,-0.058001953,-0.143738892,0.309755684,0.305959861,0.161460721,-0.165486999,-0.174458348,0.03734915,-0.070239127,-0.135271043,0.052006899,-0.182494598,-0.164832546,0.04674214,-0.131614144,0.026359077,-0.155070104,-0.10206036,-0.062466431,0.168145396,0.008001175,-0.130150724,-0.175462528,0.073046791,0.171512518,-0.17003947,-0.137784369,-0.207329062,-0.062554168,0.224867462,0.138726812,-0.215112984,-0.206641385
Opp Kickoff Returns,0.227657794,-0.239166454,0.150988309,0.238782614,-0.385859591,0.260397828,0.31569358,0.30078462,0.351660491,0.339181879,-0.036019608,0.148292874,0.045643103,-0.052127041,-0.015434186,-0.00954911,-0.028268412,-0.350395566,0.237313129,0.130374349,0.083828649,0.290696004,0.084700357,0.048488578,0.087723755,-0.06089547,0.075374054,-0.177351744,0.181842428,0.097619368,0.197169944,-0.016978005,0.143784397,0.195139283,-0.027574588,-0.089781985,1,-0.537695062,0.948205071,0.303264606,-0.070290449,-0.053575121,0.084650853,0.120198098,0.119252061,0.045091331,-0.177176238,0.007638377,0.060014218,-0.12445596,0.155110758,0.309758952,0.226576737,0.212870347,0.136578843,0.024592346,0.127242034,0.114432928,0.049076408,-0.048655984,-0.072867955,-0.106861193,-0.022696374,0.001449037,0.05294489,0.055643321,0.005681505,0.060107339,-0.036172924,-0.064589167,-0.105118239,-0.090142439,-0.08936499,-0.101852863,-0.081452427,-0.085572994,-0.079587467,-0.03366294,0.036403441,0.03994425,-0.127250725,0.054945891,-0.002659772,-0.056564316,-0.196664936,0.345632477,0.342099566,0.168239957,0.056765008,0.337549009,0.185277855,-0.02807552,0.08603135,0.019999759,-0.018000525,0.012629511,-0.021486997,-0.242454641,0.218299452,0.249014288,0.225712372,0.326556865,0.238937563,-0.020665925,0.053302728,0.020377099,0.0329211,-0.047429974,-0.00954911,-0.031335853,0.060592689,-0.068749332,0.074644314,0.113953272,0.00175664,-0.038949421,-0.398929426,0.347089676,0.332848268,0.101842915,0.114631715,-0.072300635,0.077817242,0.329952137,0.358221028,-0.058579994,0.089898898,0.081012787,0.045032141,0.104757587,0.073508971,-0.307705699,0.063172486,0.267511151,0.29616685,-0.108672108,-0.206193719,0.180273929,0.235001161,0.286918862,0.078755503,-0.12445596,-0.048250941,0.210367781,0.215315621
Kickoff Touchbacks,0.554581581,-0.522798319,0.565630947,0.529155782,-0.305921089,0.460671043,0.517686379,0.430871558,0.460668481,0.408844758,-0.338168162,0.27816628,-0.1591432,-0.350474872,-0.307514498,-0.334476168,-0.349340067,-0.42706661,0.211078648,0.422748713,0.157210266,0.520290297,-0.046553563,-0.244809811,0.066027658,0.325059445,-0.058799353,-0.186143844,-0.139131005,-0.288054097,0.164529659,-0.189037336,0.046391746,0.213667226,-0.190324112,-0.076755335,-0.537695062,1,-0.551542674,-0.253438802,-0.072735449,-0.069591631,-0.208147266,-0.159526703,0.050164986,0.093886417,-0.297728313,0.27127423,0.341652437,-0.170302698,0.427766769,0.295123715,0.094870385,0.423806118,0.323015236,-0.17321517,0.137926062,0.410013557,0.079516591,-0.145564678,-0.348130547,-0.100024081,-0.144720223,0.146800259,0.255495206,0.2993677,0.148192266,-0.188679231,0.346341657,0.324848918,0.228036202,0.182563316,0.076776294,-0.271516535,-0.182774633,-0.076415662,0.05872114,-0.114607427,-0.344533771,-0.335189355,-0.108494807,-0.013801299,-0.313122107,-0.09816434,-0.262717518,0.447777183,0.251493606,0.399724321,0.239295516,0.477378287,0.296193234,-0.372104346,-0.036218465,-0.274086049,-0.339726715,-0.319014456,-0.373227841,-0.123244819,0.128478751,0.197218999,0.243040879,0.275496603,0.097758308,-0.369230595,0.435081802,0.470636469,0.368247194,-0.409221619,-0.334476168,-0.344770215,0.192146998,-0.142931593,-0.04035614,-0.111369915,-0.340951456,-0.424810953,-0.399113593,0.47619847,0.488766774,0.008141348,0.103161856,0.369723346,-0.005722537,0.52388947,0.461703579,-0.270932616,0.371189951,0.214596998,0.464855667,0.390103771,0.261024421,-0.321014643,0.088694318,0.288868723,0.318037078,-0.136646536,-0.242884522,0.002931256,0.269678688,0.205308581,-0.06844286,-0.170302698,-0.179931905,0.238872055,0.236072729
Opponent Kickoff Return Yards,0.157465913,-0.167259146,0.098373814,0.169087299,-0.357280671,0.231567369,0.271941848,0.258573797,0.297520853,0.308304504,0.01097156,0.124852726,0.080715913,0.001381138,0.050065624,0.066379136,0.021478447,-0.320390482,0.196679015,0.125390562,0.062206433,0.254139366,0.123887183,0.072458625,0.108401778,-0.04486411,0.11006065,-0.132561018,0.182643622,0.121062368,0.159213481,0.031171241,0.152443788,0.161339027,0.032587386,0.199626434,0.948205071,-0.551542674,1,0.412311163,0.230082642,0.002154506,0.077824553,0.09727041,0.070240332,-0.009679864,-0.182440935,0.019478903,0.069690592,-0.050870035,0.148393487,0.2882976,0.21284868,0.192535328,0.14179632,0.066322704,0.130302484,0.094587767,0.074740126,0.015145986,-0.02026465,-0.067661759,0.020983801,0.008107835,0.036598226,0.043884172,0.010152781,0.034172664,-0.076792848,-0.072957746,-0.106615999,-0.069701959,-0.049336723,-0.063527542,-0.02036554,-0.061994344,-0.03356188,0.001195709,0.104013741,0.090219811,-0.044337661,0.047234825,0.069958501,-0.01583246,-0.122334965,0.296810178,0.291404164,0.140523619,0.012528656,0.272628945,0.117910832,0.00922259,0.074209899,0.045190688,0.022630723,0.057862096,0.01342429,-0.187667519,0.181446002,0.196509896,0.177409509,0.26321525,0.19597442,-0.004784417,0.019879433,-0.018363685,0.007301775,0.022688243,0.066379136,0.046130306,0.05666819,-0.051572242,0.052014454,0.060929298,0.073971302,0.03505689,-0.342878764,0.285936219,0.271812128,0.098363687,0.081165194,-0.111493617,0.099331503,0.264240245,0.296720007,-0.055869925,0.05471074,0.08942995,0.008370256,0.077955714,0.059632439,-0.259891666,0.047458511,0.218734337,0.242293117,-0.094139971,-0.149910899,0.122149257,0.200350496,0.225442178,0.059171861,-0.050870035,-0.002280634,0.143645301,0.151441134
Opp Kickoff Return Touchdowns Allowed,-0.023833391,0.000556605,-0.096766865,-0.003516267,-0.197059932,0.043593135,0.082961845,0.107268512,0.110309503,0.154841137,0.107977876,0.036244122,0.081536479,0.061210749,0.08272206,0.137318725,0.100118087,-0.100150797,-0.033376681,0.08781891,0.013146962,0.049196943,0.081249441,0.102957212,0.01561525,-0.08942072,0.06364109,0.04378311,0.065914291,0.078432858,-0.020615663,0.220695914,0.196820669,0.055559004,0.215162002,0.294268345,0.303264606,-0.253438802,0.412311163,1,0.329248807,0.083066431,0.031991663,0.006307205,0.058868639,-0.077372034,-0.171324118,0.067440728,0.090204783,0.049991025,0.106193651,0.115086567,0.082208483,0.107841037,0.147183329,0.065875659,0.011302053,-0.027899423,0.029442066,0.032946764,0.05407763,0.042580046,0.057540497,-0.065511051,-0.077951155,-0.083982601,-0.058796853,-0.011387762,-0.076421658,-0.067849062,-0.048894056,-0.008405093,0.027821284,-0.004250339,0.059169005,0.09356044,0.040918591,0.055822107,0.105711661,0.116341799,-0.011097867,0.032896787,0.098868414,0.053284519,-0.024906367,0.084131536,0.058176076,0.045010383,0.012467536,0.067701382,0.029259211,0.105034651,0.077533508,0.083203657,0.069447322,0.090117203,0.094129469,0.021686083,-0.029604909,-0.014223035,0.010872063,0.059288869,0.007216616,-0.048193207,-0.001162452,-0.053505683,0.023950893,0.15972174,0.137318725,0.098009808,0.161782749,-0.136129455,0.074032227,0.094709325,0.148756494,0.147502217,-0.171405157,0.095044372,0.085542318,-0.008905907,0.048212515,-0.064720196,-0.013740602,0.081700333,0.13351711,-0.131554696,0.027130811,0.0916863,-0.033943743,0.055412446,0.102138041,-0.093674659,-0.007506418,0.06295844,0.075895874,0.090146726,-0.043487113,0.075965562,0.050480237,0.084266245,0.041055278,0.049991025,0.0663695,0.012851514,0.01556998
Avg Yards per Kickoff Return Allowed,-0.217388702,0.223478515,-0.16038081,-0.217327271,0.009651826,-0.024843441,-0.069623849,-0.076180519,-0.110444269,-0.012485512,0.207139628,-0.019944836,0.18373077,0.211506619,0.257985942,0.287859228,0.216817471,0.039716857,-0.114867667,0.037000502,0.029965696,-0.049555066,0.182340629,0.115484041,0.092589425,0.104419217,0.169547178,0.117428464,0.00904512,0.067914148,-0.089117263,0.146370468,0.024620346,-0.110324433,0.190063578,0.962577966,-0.070290449,-0.072735449,0.230082642,0.329248807,1,0.15785112,0.003762111,-0.042522016,-0.125107634,-0.158523095,-0.085790108,0.082378923,0.079180141,0.221221989,0.040469343,-0.026758049,-0.031115974,-0.023041478,0.082634208,0.165832843,0.011429896,-0.046714674,0.125572849,0.234289552,0.191560524,0.186261262,0.177941738,0.070687039,-0.001695168,0.016760567,0.070121962,-0.07536235,-0.118289406,-0.028074821,-0.000720692,0.047123771,0.14174318,0.096789307,0.193425064,0.123938944,0.163173558,0.143075382,0.235433238,0.190644155,0.223045154,0.021257656,0.256050577,0.156040513,0.214646694,-0.083357304,-0.103585311,-0.056564083,-0.108564917,-0.139374361,-0.193863597,0.159633056,0.02011114,0.139194505,0.177467914,0.189940076,0.162028446,0.150275018,-0.103920081,-0.145837306,-0.115123094,-0.148591356,-0.114120908,0.059550663,-0.101077977,-0.126083305,-0.077930982,0.264414542,0.287859228,0.282244971,0.039563187,0.070153556,-0.016485552,-0.131752818,0.285386753,0.281733459,0.127965919,-0.136149254,-0.144757063,0.020540098,-0.074220792,-0.104061308,0.069952075,-0.149235336,-0.128079734,0.017268007,-0.101925146,0.03075197,-0.119148376,-0.075378734,-0.035610958,0.136362343,-0.013536202,-0.11684181,-0.144218333,0.068660568,0.17828833,-0.176293583,-0.122570924,-0.199648432,-0.05235307,0.221221989,0.142416513,-0.21250798,-0.204438195
