,Win,Loss,Games,Win Pct,Off Rank,Off Plays,Off Yards,Off Yards/Play,Off TDs,Off Yards per Game,Def Rank,Def Plays,Yards Allowed,Yards/Play Allowed,Off TDs Allowed,Total TDs Allowed,Yards Per Game Allowed,First Down Rank,First Down Runs,First Down Passes,First Down Penalties,First Downs,First Down Def Rank,Opp First Down Runs,Opp First Down Passes,Opp First Down Penalties,Opp First Downs,4th Down Rank,4th Attempts,4th Conversions,4th Percent,4rd Down Def Rank,Opp 4th Conversion,Opp 4th Attempt,Opponent 4th Percent,Kickoff Return Def Rank,Opp Kickoff Returns,Kickoff Touchbacks,Opponent Kickoff Return Yards,Opp Kickoff Return Touchdowns Allowed,Avg Yards per Kickoff Return Allowed,Kickoff Return Rank,Kickoffs Returned,Kickoff Return Yards,Kickoff Return Touchdowns,Avg Yard per Kickoff Return,Passing Off Rank,Pass Attempts,Pass Completions,Interceptions Thrown.x,Pass Yards,Pass Yards/Attempt,Yards/Completion,Pass Touchdowns,Pass Yards Per Game,Pass Def Rank,Opp Completions Allowed,Opp Pass Attempts,Opp Pass Yds Allowed,Opp Pass TDs Allowed,Yards/Attempt Allowed,Yards/Completion Allowed,Pass Yards Per Game Allowed,Penalty Rank,Penalties,Penalty Yards,Penalty Yards Per Game,Punt Return Rank,Punt Returns,Net Punt Return Yards,Punt Return Touchdowns,Avg Yards Per Punt Return,Punt Return Def Rank,Opp Punt Returns,Opp Net Punt Return Yards,Opp Punt Return Touchdowns Allowed,Avg Yards Allowed per Punt Return,Redzone Def Rank,Opp Redzone Attempts,Opp Redzone Rush TD Allowed,Opp Redzone Pass Touchdowns Allowed,Opp Redzone Field Goals Made,Opp Redzone Scores,Redzone Points Allowed,Redzone Off Rank,Redzone Attempts,Redzone Rush TD,Redzone Pass TD,Redzone Field Goals Made,Redzone Scores,Redzone Points,Rushing Def Rank,Opp Rush Attempts,Opp Rush Yards Alloweed,Yds/Rush Allowed,Opp Rush Touchdowns Allowed,Rush Yards Per Game Allowed,Rushing Off Rank,Rush Attempts,Rush Yds,Yards/Rush,Rushing TD,Rushing Yards per Game,Sack Rank,Sacks,Sack Yards,Average Sacks per Game,Scoring Def Rank,Touchdowns Allowed,Opponent Extra Points,2 Point Conversions Allowed,Opp Deflected Extra Points,Opp Feild Goals Made,Opp Safety,Points Allowed,Avg Points per Game Allowed,Scoring Off Rank,Touchdowns,PAT,2 Point Conversions,Defensive Points,Feild Goals,Safety,Total Points,Points Per Game,Tackle for Loss Rank,Solo Tackle For Loss,Assist Tackle For Loss,Tackle for Loss Yards,Total Tackle For Loss,Tackle For Loss Per Game,3rd Down Rank,3rd Attempts,3rd Conversions,3rd Percent,Time of Possession Rank,Turnover Rank,Fumbles Recovered,Opponents Intercepted,Turnovers Gain,Fumbles Lost,Interceptions Thrown.y,Turnovers Lost,Turnover Margin,Avg Turnover Margin per Game
3rd Down Rank,-0.64528103,0.647093413,-0.529848035,-0.648467253,0.707772675,-0.61607993,-0.736392283,-0.674937214,-0.724053063,-0.709529529,0.271810004,-0.210678471,0.085810337,0.244389638,0.245533978,0.268078939,0.284799963,0.76874771,-0.552415706,-0.416647443,-0.056129752,-0.750864738,-0.043072066,0.14043391,-0.158336822,-0.09525575,-0.018501154,0.368470273,-0.027000569,0.22735044,-0.351405516,0.21824445,-0.11697562,-0.305293944,0.21851814,0.168145396,-0.307705699,-0.321014643,-0.259891666,-0.093674659,0.136362343,0.140399541,0.11474402,0.028812644,-0.124892304,-0.153563905,0.394060036,-0.12929527,-0.26172062,0.316165557,-0.436675048,-0.629605014,-0.42264156,-0.521066114,-0.353492972,0.106077295,-0.190209185,-0.320815276,-0.120076884,0.152543631,0.226358973,0.12109996,0.100771213,-0.045084327,-0.121088022,-0.171641282,-0.020912829,-0.059001255,-0.227497308,-0.161370753,-0.090483747,0.010228904,-0.047711071,0.464523691,0.270780562,0.138888276,-0.047646171,0.091305659,0.277492466,0.216301494,0.266924208,-0.015946513,0.279591842,0.129133421,0.448553537,-0.714771961,-0.622726106,-0.470126132,-0.208303829,-0.745947983,-0.47519744,0.30853655,0.037826667,0.210734345,0.263559352,0.229560657,0.317909813,0.41605288,-0.405274667,-0.489712943,-0.458061604,-0.585400507,-0.418370943,0.271370458,-0.340835098,-0.356141149,-0.281011357,0.340603338,0.268078939,0.298020634,-0.164179128,0.186989845,-0.02262036,-0.000354276,0.266675652,0.36017262,0.748250396,-0.724560598,-0.724472225,-0.061428335,-0.22525348,-0.160195495,0.077050737,-0.734249437,-0.732303789,0.107548214,-0.243019894,-0.074856744,-0.286678199,-0.232170446,-0.103542568,1,-0.182030708,-0.851783856,-0.972533374,0.334600786,0.368617621,-0.043955927,-0.398693773,-0.327609629,-0.021747088,0.316165557,0.237847311,-0.351233457,-0.358816432
3rd Attempts,0.236045043,-0.21560384,0.263610287,0.229226513,-0.065382608,0.593267252,0.12563238,-0.218415676,0.016740343,0.056893813,-0.108916458,0.373772984,0.021356793,-0.225636322,-0.075619807,-0.079829277,-0.092927435,-0.176789351,0.105171247,0.085650344,0.108315692,0.161004602,0.071553722,-0.092965242,0.12056545,0.20938757,0.058772496,-0.042333991,0.084769563,0.097095514,0.042867858,-0.194418902,0.062366583,0.228538757,-0.2112324,0.008001175,0.063172486,0.088694318,0.047458511,-0.007506418,-0.013536202,-0.140830061,0.063831468,0.110704601,0.097022995,0.167552119,-0.066124314,0.204385542,0.13829424,0.01507889,0.08451099,-0.166487852,-0.178236799,-0.003275616,0.031452547,0.012070845,0.156684233,0.320099484,0.136612799,0.049637374,-0.187266544,-0.021178309,0.012205696,0.193490647,0.301805818,0.260855377,0.205661376,-0.081450075,0.370484428,0.237081128,0.037867083,0.022902176,0.044576712,0.133224802,0.107182993,-0.149867464,0.038633125,-0.048818802,-0.03609003,-0.190507792,0.040215429,0.197372917,-0.044646258,-0.057813392,0.031322327,0.158885094,0.008647374,0.005057432,0.316195906,0.126087647,0.005802446,-0.149684523,0.184809678,-0.083306751,-0.224736808,-0.137622146,-0.139386305,-0.045224967,0.310403965,0.071358219,-0.159331261,0.029633042,0.029692433,-0.244080377,0.269105205,0.222230383,0.250490948,-0.131723142,-0.079829277,-0.084552582,0.029809637,-0.12383139,0.150201922,0.047028551,-0.056722993,-0.115638642,-0.023263876,0.035570798,0.061922884,0.002248278,0.028216598,0.323611533,0.046971847,0.088023695,0.041125906,-0.309732829,0.332463626,0.163695099,0.27288839,0.339312527,0.30633083,-0.182030708,1,0.643894983,0.164383138,0.005437931,-0.190889636,0.172800354,0.262041336,0.302784012,-0.025194613,0.01507889,-0.004272283,0.193659974,0.193606228
3rd Conversions,0.619896791,-0.614344408,0.53312401,0.619990605,-0.585770306,0.780395616,0.64195633,0.422004007,0.579460011,0.591583221,-0.266642748,0.337400312,-0.066302089,-0.305469893,-0.232326279,-0.254253413,-0.271431038,-0.679836168,0.497855143,0.362013032,0.107888142,0.673238973,0.058004125,-0.170893837,0.181303424,0.173383801,0.029835468,-0.313798811,0.058785935,-0.137854218,0.304693365,-0.258054992,0.122722308,0.349437347,-0.268004943,-0.130150724,0.267511151,0.288868723,0.218734337,0.06295844,-0.11684181,-0.167455637,-0.071199075,0.015261186,0.134568637,0.185687124,-0.336097136,0.192365811,0.265669729,-0.252146809,0.376825933,0.414988207,0.243810658,0.410607555,0.286492884,-0.065885057,0.229772173,0.417352193,0.162101083,-0.092552321,-0.279413162,-0.111810142,-0.06631323,0.134925704,0.230165516,0.25905625,0.11761621,-0.000946649,0.376266499,0.259619176,0.105282033,0.007721085,0.039117805,-0.314719809,-0.179528109,-0.205800054,0.034468754,-0.101438901,-0.246375199,-0.274884262,-0.187141046,0.100286595,-0.253033617,-0.141937711,-0.340610477,0.637472743,0.495038014,0.371505807,0.318948086,0.648793373,0.382509899,-0.326236289,0.036954982,-0.219348319,-0.32035714,-0.253081259,-0.326503914,-0.356825042,0.48478517,0.431597958,0.291436089,0.475222237,0.358635754,-0.339946919,0.40720796,0.393596433,0.353507273,-0.337429753,-0.254253413,-0.286849056,0.154275496,-0.177156648,0.080050479,0.037840705,-0.243915291,-0.342496642,-0.590253442,0.588798636,0.602166056,0.03491704,0.193726569,0.293561771,-0.021176174,0.623380973,0.60135076,-0.244585607,0.361628848,0.137340218,0.363365623,0.354668252,0.242338833,-0.851783856,0.643894983,1,0.85789859,-0.264755858,-0.376336157,0.126360002,0.429035727,0.400590529,0.021215991,-0.252146809,-0.187183638,0.366505668,0.372069842
3rd Percent,0.649799459,-0.658009313,0.512443898,0.656247819,-0.707090956,0.609880145,0.741761928,0.688529019,0.732969643,0.722474897,-0.285268657,0.182200286,-0.11170004,-0.253938873,-0.258723989,-0.284068915,-0.298938449,-0.755600064,0.571662844,0.407749596,0.057171455,0.757761974,0.021400895,-0.166854645,0.150241941,0.094964737,-0.006208157,-0.383920389,0.029679444,-0.230484148,0.369584402,-0.212294541,0.110900321,0.297381332,-0.213491348,-0.175462528,0.29616685,0.318037078,0.242293117,0.075895874,-0.144218333,-0.118293056,-0.132554463,-0.05461383,0.10146349,0.122528212,-0.388615428,0.107203215,0.249009071,-0.337373766,0.428920495,0.65903636,0.443035726,0.527174526,0.348062075,-0.102566115,0.190330211,0.325943115,0.109598068,-0.157788816,-0.245531024,-0.14012668,-0.101941286,0.061878059,0.108473816,0.17458449,0.030035714,0.054280859,0.240957263,0.182107814,0.117752915,-0.003400623,0.027149669,-0.502747308,-0.306263655,-0.160664773,0.0199545,-0.100349123,-0.30486542,-0.238361532,-0.270698827,-0.003929753,-0.306799709,-0.145726104,-0.460773704,0.714749697,0.634931496,0.467525563,0.205612734,0.751383,0.492116263,-0.331769258,-0.081761598,-0.236231831,-0.272525188,-0.243935479,-0.336752505,-0.422041571,0.421983542,0.506601549,0.474479772,0.592933637,0.44023276,-0.287761573,0.352067257,0.36709963,0.29689006,-0.360597897,-0.284068915,-0.323115751,0.173664462,-0.152259728,8.21E-05,0.01895014,-0.286834068,-0.374212116,-0.741243824,0.732884669,0.733166396,0.03936269,0.234791597,0.169506187,-0.06091446,0.743569197,0.746828148,-0.111643541,0.243273792,0.076645632,0.294659996,0.233018473,0.110670505,-0.972533374,0.164383138,0.85789859,1,-0.341224601,-0.355092187,0.051004085,0.380384515,0.318075169,0.050223058,-0.337373766,-0.236337419,0.344299642,0.351988863
Time of Possession Rank,-0.347587414,0.338865367,-0.317480214,-0.347131453,0.054542734,-0.197591888,-0.173935811,-0.132433212,-0.147769353,-0.090997488,0.52728058,0.460382962,0.478199767,0.217960664,0.316250641,0.321359728,0.53327623,0.223692774,-0.411734248,0.052916799,0.142185082,-0.238208361,0.541962477,0.562168775,0.202816344,0.031411374,0.551145572,0.330094587,-0.163055067,0.035132956,-0.345589001,0.21184637,0.101572048,-0.045942134,0.179072948,0.073046791,-0.108672108,-0.136646536,-0.094139971,0.090146726,0.068660568,-0.03859517,0.340199897,0.274124558,-0.088695322,-0.007302614,-0.138820724,0.25787595,0.168507088,0.217509663,0.098493395,-0.258742045,-0.249699167,0.09901116,0.181001394,0.273529011,0.159386807,-0.002225024,0.159110419,0.11080387,0.185853005,0.000314115,0.275335318,0.112006829,0.04383798,0.035195228,0.135247125,-0.010254036,-0.182435239,-0.113794517,-0.065254975,-0.002594968,0.038731217,0.188754954,0.160855185,0.138406887,0.038727282,0.141788607,0.491485097,0.385867438,0.113105091,0.286486713,0.470838884,0.149920096,0.268698951,-0.277218171,-0.421610255,0.027556974,-0.18043348,-0.324584219,-0.304004573,0.516962112,0.628664387,0.499036264,0.291076298,0.355018476,0.52677557,0.24687118,-0.429272999,-0.361158733,-0.197728024,-0.335219746,-0.325489499,0.133975271,-0.189732393,-0.231156167,-0.148775766,0.400366419,0.321359728,0.304451956,0.021402258,0.172978051,0.300067551,-0.014114061,0.368408981,0.400662415,0.164644376,-0.169607682,-0.170388582,0.012083658,-0.099611187,-0.188658698,0.091621089,-0.193739089,-0.152263437,-0.043231085,0.023499556,-0.113825481,-0.14079985,-0.020397945,0.078454241,0.334600786,0.005437931,-0.264755858,-0.341224601,1,0.009916532,0.111127928,-0.056561285,0.024851999,-0.176724325,0.217509663,0.059062162,-0.020200822,-0.027528106
Turnover Rank,-0.517908614,0.541571546,-0.351818859,-0.533343185,0.308986835,-0.358662191,-0.377034425,-0.321854252,-0.45880199,-0.337925026,0.29791007,-0.282342088,0.192832937,0.395851412,0.448139318,0.482593606,0.299546826,0.381094976,-0.355172983,-0.134558652,-0.140347908,-0.387513981,0.018033888,0.176489258,-0.094538236,0.013774212,0.075360446,0.137793672,-0.011181912,0.116443777,-0.162755037,0.120786302,-0.16847111,-0.271762071,0.148621922,0.171512518,-0.206193719,-0.242884522,-0.149910899,-0.043487113,0.17828833,0.095985067,0.282736412,0.212620882,0.037362063,-0.115978821,0.109277948,0.034933252,-0.033601525,0.656928417,-0.140653488,-0.279796305,-0.182010083,-0.293928513,-0.078637471,0.11319246,-0.225998435,-0.346620977,-0.018364863,0.344691997,0.345782041,0.306594108,0.122232373,-0.036340167,-0.121725639,-0.110719395,-0.018187555,0.120681789,-0.120209121,-0.2073879,-0.047129412,-0.113102081,0.018995498,0.123306702,0.09185507,0.119135937,0.033266375,0.322980249,0.339408607,0.355181063,0.284258843,0.007053632,0.404350516,0.322056179,0.325989343,-0.421312108,-0.409468108,-0.215558339,-0.168180083,-0.449316488,-0.327201398,0.33333064,-0.033580711,0.268523069,0.380563601,0.373080343,0.321618762,0.319974169,-0.346123548,-0.351694,-0.299116902,-0.409027603,-0.307020193,0.263746004,-0.295788563,-0.277582976,-0.257235532,0.516789119,0.482593606,0.494300096,-0.167961312,0.11735862,0.017827678,0.020472172,0.485661467,0.504891814,0.47615463,-0.472116423,-0.467129657,-0.078375581,-0.072273901,-0.197910451,0.116431208,-0.491772671,-0.496577742,0.260117456,-0.330867606,-0.12086133,-0.312848093,-0.322801531,-0.26062354,0.368617621,-0.190889636,-0.376336157,-0.355092187,0.009916532,1,-0.469593636,-0.663938384,-0.786475166,0.407531989,0.656928417,0.786846634,-0.974332294,-0.977622256
Fumbles Recovered,0.230568545,-0.228460245,0.198436259,0.237009984,-0.031026316,0.170163702,0.084929249,0.024240264,0.188926606,0.03461397,-0.156285202,0.228050297,-0.088007676,-0.240332491,-0.158772868,-0.174292556,-0.153764852,-0.078740134,0.164370772,-0.070621402,0.052618036,0.069057455,0.01848435,0.031543471,-0.078167373,0.073187017,-0.006994673,-0.002315108,0.032480574,0.006828315,0.035282109,-0.047850635,0.17350411,0.242021851,-0.075418728,-0.17003947,0.180273929,0.002931256,0.122149257,0.075965562,-0.176293583,-0.048733493,-0.091743191,-0.061674893,-0.041717059,0.049626375,0.065827891,-0.093055085,-0.083541799,-0.152232877,-0.045119202,0.06483326,0.099973544,0.087792376,-0.086358831,-0.167696229,-0.017907209,0.060235553,-0.110552065,-0.181549694,-0.188190907,-0.144451538,-0.187821757,0.064698651,0.16588287,0.125813773,0.083823003,-0.007661693,0.142283559,0.075245594,-0.128714066,-0.008156867,-0.114474961,0.052740765,-0.052603404,-0.114914082,-0.109968378,-0.207117677,-0.088559882,-0.092120012,-0.056277024,-0.129225349,-0.151510699,-0.201169942,-0.030336958,0.143744748,0.210316993,0.029750404,-0.083461904,0.121918739,0.027966815,-0.079440497,0.249369295,-0.025578896,-0.178100597,-0.091017827,-0.066297973,-0.134858016,0.240682782,0.172726643,0.071963353,0.203355147,0.144845119,-0.202774644,0.221320097,0.172736485,0.203422732,-0.235893797,-0.174292556,-0.170790519,0.02968407,-0.049307805,-0.118998568,-0.036899401,-0.193089689,-0.213808863,-0.180526945,0.20198221,0.202085844,0.020854958,0.065156742,-0.035191889,-0.015247059,0.192772818,0.186654114,-0.226861164,0.257195428,0.137608721,0.220652529,0.266377611,0.243380578,-0.043955927,0.172800354,0.126360002,0.051004085,0.111127928,-0.469593636,1,0.066555061,0.657987568,0.017356729,-0.152232877,-0.110071856,0.48208064,0.483735636
Opponents Intercepted,0.569342329,-0.560767524,0.501138627,0.562603282,-0.388771006,0.517100129,0.492943715,0.374041602,0.481053102,0.41347645,-0.346113317,0.357819012,-0.166692402,-0.41817397,-0.399916008,-0.413952949,-0.337032365,-0.494542235,0.222086382,0.394764398,0.219064616,0.513596523,-0.016232568,-0.184730449,0.102234129,0.077453986,-0.053788428,-0.129524239,-0.019996427,-0.128343061,0.116120762,-0.247351149,0.059668645,0.268974654,-0.28434156,-0.137784369,0.235001161,0.269678688,0.200350496,0.050480237,-0.122570924,-0.15775047,-0.140977461,-0.081484351,0.060765021,0.171043743,-0.302990479,0.247778035,0.306574546,-0.247438419,0.384090283,0.286333405,0.093348302,0.393552619,0.296544438,-0.128063433,0.240786838,0.434336536,0.060690973,-0.28784474,-0.391541392,-0.266386388,-0.145614962,0.106582702,0.24077391,0.229565116,0.088949243,-0.148981072,0.217786995,0.291161333,0.202976261,0.166181086,0.108482999,-0.168326919,-0.031255515,-0.103903281,0.082820547,-0.320066332,-0.266244902,-0.33056626,-0.254668629,0.066912514,-0.340496012,-0.331333141,-0.241174577,0.51884947,0.345879655,0.32431259,0.286774517,0.513615922,0.251153869,-0.370041094,0.047558869,-0.268662649,-0.384219557,-0.346617629,-0.355442051,-0.170051653,0.200932016,0.216076953,0.207750652,0.339174764,0.135037171,-0.279349427,0.34128093,0.319524583,0.279538864,-0.47782598,-0.413952949,-0.427229145,0.247056081,-0.195858119,0.023631371,0.037762717,-0.407989091,-0.471151614,-0.480498312,0.498251311,0.507200744,0.085369138,0.162611085,0.266613316,0.037089643,0.531692877,0.498777328,-0.274568716,0.338492102,0.22343933,0.349304848,0.365560015,0.257078083,-0.398693773,0.262041336,0.429035727,0.380384515,-0.056561285,-0.663938384,0.066555061,1,0.795151544,-0.179957705,-0.247438419,-0.31347571,0.69221205,0.691192166
Turnovers Gain,0.569813833,-0.562061072,0.498811688,0.568642697,-0.312262817,0.493674986,0.42364214,0.297022224,0.477873528,0.333088494,-0.356196097,0.408646243,-0.179290512,-0.461660866,-0.398313003,-0.418338932,-0.34781092,-0.421087061,0.267506774,0.255008796,0.197307586,0.429582644,-0.001016736,-0.120245661,0.029649446,0.102934708,-0.044845313,-0.099159248,0.004648993,-0.092710819,0.109079584,-0.215758066,0.150480621,0.350086544,-0.260429547,-0.207329062,0.286918862,0.205308581,0.225442178,0.084266245,-0.199648432,-0.148672804,-0.162153681,-0.098979844,0.020505602,0.159247923,-0.188660118,0.130443614,0.180599246,-0.279263105,0.262452193,0.25549939,0.131209918,0.350371556,0.171317427,-0.198568526,0.17083909,0.364403377,-0.021385329,-0.327575382,-0.409871721,-0.288834004,-0.224046161,0.119759338,0.282529283,0.249717655,0.118074312,-0.117092793,0.250838331,0.26547122,0.074959576,0.120459819,0.012299243,-0.094983049,-0.055558761,-0.148256019,-0.004329352,-0.367432241,-0.254758606,-0.305465772,-0.226401792,-0.028038763,-0.34905496,-0.37232054,-0.200452511,0.478938878,0.388858022,0.262840465,0.165704678,0.461724169,0.20654343,-0.327551433,0.187449044,-0.218306066,-0.398213446,-0.316909912,-0.308546025,-0.21029943,0.297920788,0.268049795,0.200526191,0.379566707,0.18994367,-0.33406359,0.392074582,0.346127926,0.33460044,-0.503982713,-0.418338932,-0.426230114,0.204494497,-0.177781772,-0.054487724,0.006073686,-0.425262109,-0.485523252,-0.472349863,0.498787705,0.505604846,0.077103046,0.162322488,0.17982548,0.018725106,0.518429043,0.489868913,-0.345094361,0.411773378,0.252262989,0.39772453,0.437782139,0.341933954,-0.327609629,0.302784012,0.400590529,0.318075169,0.024851999,-0.786475166,0.657987568,0.795151544,1,-0.12526577,-0.279263105,-0.303477879,0.815402443,0.815638573
Fumbles Lost,-0.015864528,0.044501772,0.081528571,-0.024615738,-0.021580054,0.048991817,0.02556866,0.003668027,0.005149484,-0.00027126,-0.119392847,-0.092561202,-0.101521115,-0.058538829,0.015187486,0.021650516,-0.12504587,-0.032144387,0.217824478,-0.153449598,-0.05008456,0.026767078,-0.132012332,-0.024738107,-0.180664734,0.066301351,-0.11436058,-0.106559304,0.118662863,0.077214626,0.109658567,-0.021447946,0.015422366,0.080105096,-0.038159545,-0.062554168,0.078755503,-0.06844286,0.059171861,0.041055278,-0.05235307,-0.018724287,0.031021886,0.041304691,0.049941387,0.007048988,0.178141981,-0.196941835,-0.187459054,-0.051137547,-0.155080629,0.066204008,0.162579678,-0.18886775,-0.189242767,-0.167396549,-0.211883618,-0.117903398,-0.146877131,-0.050253129,-0.060673183,0.083147757,-0.174618074,-0.013971725,0.061007246,0.026896898,-0.001116114,0.004234868,0.197614743,0.068333827,-0.080294363,-0.020036186,-0.023853142,0.003610683,-0.010157434,-0.107671301,-0.03307292,0.004884981,0.008567827,0.044069114,-0.038637087,-0.040622595,-0.000652715,-0.041633836,0.038174745,0.055089031,0.199581361,-0.147070638,-0.03211659,0.034315835,-0.038268317,-0.025316566,-0.006690644,-0.013729381,-0.012146731,0.055542478,-0.036416189,-0.186862131,0.239415419,0.224271236,0.128516235,0.206483957,0.226989129,0.006929971,0.038234368,0.046760102,0.030755367,-0.011765677,0.021650516,0.008423698,-0.050312618,-0.064582066,-0.017443591,-0.009758915,0.015315209,-0.013199829,-0.014211657,0.001102965,0.014297065,-0.036248001,-0.027323182,-0.040663123,0.196565957,-0.00219001,-0.01917122,-0.028198467,0.028035147,0.112209204,0.048408981,0.063441523,0.057113399,-0.021747088,-0.025194613,0.021215991,0.050223058,-0.176724325,0.407531989,0.017356729,-0.179957705,-0.12526577,1,-0.051137547,0.605680023,-0.447025168,-0.441810704
Interceptions Thrown.y,-0.370948485,0.406762789,-0.189598919,-0.392747534,0.234430395,-0.147441051,-0.259455122,-0.290833846,-0.345285545,-0.254674491,0.30750085,0.042684729,0.299511249,0.300950473,0.446846917,0.486265534,0.327877199,0.264308146,-0.511380535,0.122031795,0.006462118,-0.27226422,0.205999201,0.29805693,0.009591494,0.066409202,0.243624404,0.304987707,-0.13208394,0.055818939,-0.34104133,0.045576044,-0.129043013,-0.174006622,0.046510086,0.224867462,-0.12445596,-0.170302698,-0.050870035,0.049991025,0.221221989,0.04679461,0.338107899,0.261760728,0.020324285,-0.060080056,-0.12206841,0.347584851,0.256513141,1,0.120562071,-0.311937577,-0.31268318,-0.06603103,0.16660979,0.1438614,-0.088362294,-0.176180672,0.081160607,0.346310731,0.286510376,0.256765266,0.146697176,0.067849849,0.040215294,0.037354918,0.095432584,0.09526807,-0.141569234,-0.187290777,-0.012527853,-0.089264086,0.09323061,0.093100044,0.12837076,0.15413742,0.112793494,0.183235464,0.436966222,0.367460313,0.332808497,0.012904948,0.438061383,0.18756819,0.400340081,-0.293805766,-0.454083847,-0.054331528,-0.107775746,-0.36477799,-0.382706269,0.325307423,0.236273546,0.327641918,0.299693628,0.370194666,0.341727441,0.470496321,-0.47545232,-0.506640137,-0.419950653,-0.470854237,-0.502598882,0.131894079,-0.15520123,-0.188151717,-0.135293128,0.454704164,0.486265534,0.508033097,-0.070906137,0.112235105,-0.003707176,0.034411337,0.490190554,0.475082218,0.372989483,-0.351747933,-0.347397426,-0.052374783,0.0215479,-0.123928807,0.092695545,-0.362254081,-0.382409631,0.132188592,-0.165795772,-0.066927804,-0.195017264,-0.164006656,-0.138629334,0.316165557,0.01507889,-0.252146809,-0.337373766,0.217509663,0.656928417,-0.152232877,-0.247438419,-0.279263105,-0.051137547,1,0.763694227,-0.640202489,-0.639891412
Turnovers Lost,-0.305808697,0.352855571,-0.098361066,-0.328834098,0.172832733,-0.085804288,-0.190192873,-0.229350988,-0.271777771,-0.203087443,0.167823145,-0.025824683,0.17301014,0.20194162,0.365843175,0.401427845,0.180403769,0.189808816,-0.266635881,-0.001964563,-0.027227159,-0.199623845,0.078794093,0.221485782,-0.109143972,0.09577036,0.120182516,0.174116706,-0.028531468,0.094387162,-0.20083902,0.022448282,-0.092845733,-0.086858059,0.012389704,0.138726812,-0.048250941,-0.179931905,-0.002280634,0.0663695,0.142416513,0.025179814,0.289441014,0.235258398,0.048476696,-0.043312196,0.017897137,0.149630585,0.083199027,0.763694227,-0.004189903,-0.205740648,-0.144035171,-0.174698901,0.010415429,0.006412549,-0.20736936,-0.216587659,-0.030280113,0.243438515,0.189056764,0.258326618,0.00400379,0.045027762,0.071478108,0.047149357,0.075314501,0.078642427,0.014947499,-0.10505145,-0.061885771,-0.084073098,0.058862318,0.076511562,0.095713493,0.053207803,0.068489177,0.149150764,0.353691618,0.321261612,0.240189486,-0.015977389,0.348603809,0.122531991,0.343648331,-0.198479101,-0.232777488,-0.138358662,-0.106631339,-0.268454565,-0.329659065,0.242823703,0.183926135,0.252173947,0.230929189,0.330856867,0.248731303,0.254076153,-0.224053148,-0.258691626,-0.251520036,-0.241677306,-0.253714843,0.109566407,-0.098941089,-0.119683176,-0.087913898,0.354680273,0.401427845,0.410221035,-0.089017798,0.047676014,-0.01422965,0.021108863,0.400459813,0.369989433,0.287992899,-0.279542449,-0.267547199,-0.065161222,-0.000494052,-0.125025986,0.200920179,-0.290041889,-0.317077899,0.087093198,-0.113975318,0.019209933,-0.124087431,-0.089662311,-0.073533561,0.237847311,-0.004272283,-0.187183638,-0.236337419,0.059062162,0.786846634,-0.110071856,-0.31347571,-0.303477879,0.605680023,0.763694227,1,-0.799049573,-0.795430969
Turnover Margin,0.545360189,-0.569051205,0.37452178,0.558610194,-0.302049796,0.363651554,0.382880069,0.326770114,0.466668135,0.333572494,-0.326729243,0.273555819,-0.218248696,-0.414008766,-0.473612622,-0.507868862,-0.329081309,-0.381034417,0.330797458,0.162110556,0.141047859,0.39235844,-0.04851273,-0.210441152,0.085019682,0.006769371,-0.101315097,-0.168356136,0.02026785,-0.11584754,0.19085119,-0.149787184,0.151365253,0.273683836,-0.171864954,-0.215112984,0.210367781,0.238872055,0.143645301,0.012851514,-0.21250798,-0.109114224,-0.278172194,-0.205389402,-0.016512336,0.126803672,-0.129922658,-0.008594453,0.063415336,-0.640202489,0.168159527,0.286223757,0.170304961,0.327231158,0.101777757,-0.129197683,0.233790489,0.361534997,0.00490192,-0.354608768,-0.373500347,-0.339207208,-0.143811278,0.048214669,0.134856777,0.128932679,0.028750747,-0.121667509,0.149204009,0.231342777,0.084899923,0.127091578,-0.028000514,-0.106421101,-0.093209462,-0.125879553,-0.044342349,-0.322475178,-0.375643525,-0.387938263,-0.288791739,-0.007986147,-0.432055822,-0.309387653,-0.335273236,0.422807984,0.386802583,0.249918413,0.169347426,0.454458476,0.330617618,-0.354220128,0.006541243,-0.290964259,-0.391583163,-0.400989377,-0.345816383,-0.28706755,0.324118442,0.326313607,0.279347426,0.38634659,0.274003038,-0.277369345,0.307520362,0.291128662,0.264553186,-0.533510887,-0.507868862,-0.518190677,0.183123721,-0.141150226,-0.025737943,-0.008991985,-0.511649437,-0.53116354,-0.473034021,0.484582919,0.481597024,0.088242499,0.10272975,0.189433628,-0.11025251,0.503356005,0.501759499,-0.2706765,0.329084806,0.147513373,0.326363216,0.330725688,0.260444082,-0.351233457,0.193659974,0.366505668,0.344299642,-0.020200822,-0.974332294,0.48208064,0.69221205,0.815402443,-0.447025168,-0.640202489,-0.799049573,1,0.99795053
